fecha,lluvia_mm,eto_media_cuenca_mm,balance_diario_mm,lluvia_acum_7d,eto_acum_7d,balance_7d,lluvia_acum_30d,eto_acum_30d,balance_30d,lluvia_acum_90d,eto_acum_90d,balance_90d,lluvia_acum_180d,eto_acum_180d,balance_180d
1981-01-26,0.0,3.3393456485657533,-3.3393456485657533,0.0,24.21557364675505,-24.215573646755054,,,,,,,,,
1981-01-27,0.0,3.90327161584341,-3.90327161584341,0.0,24.55855132522212,-24.55855132522212,,,,,,,,,
1981-01-28,0.0,3.9847855346528154,-3.9847855346528154,0.0,25.11315633197819,-25.11315633197819,,,,,,,,,
1981-01-29,0.0,3.5463622795611123,-3.5463622795611123,0.0,25.348947545239746,-25.348947545239742,,,,,,,,,
1981-01-30,0.42242289592527305,3.56420388611094,-3.141780990185667,0.42242289592527305,25.08716895209141,-24.66474605616614,5.432961983077651,92.73735045415052,-87.30438847107287,,,,,,
1981-01-31,0.0,3.3875584262339995,-3.3875584262339995,0.42242289592527305,25.037959536452217,-24.615536640526944,5.432961983077651,93.26954764804316,-87.83658566496551,,,,,,
1981-02-01,0.0,3.7978816009511127,-3.7978816009511127,0.42242289592527305,25.523408991919144,-25.10098609599387,5.432961983077651,94.47002977904918,-89.03706779597154,,,,,,
1981-02-02,0.0,3.80351829796485,-3.80351829796485,0.42242289592527305,25.987581641318243,-25.565158745392967,5.432961983077651,95.55187238810169,-90.11891040502402,,,,,,
1981-02-03,0.0,3.358879796247725,-3.358879796247725,0.42242289592527305,25.443189821722555,-25.020766925797282,5.432961983077651,96.35145892927156,-90.91849694619391,,,,,,
1981-02-04,0.05811708762871664,3.050660369102878,-2.9925432814741617,0.4805399835539897,24.50906465617262,-24.02852467261863,2.015879488469101,96.76659048021884,-94.75071099174973,,,,,,
1981-02-05,0.05155547788174886,3.197969482201985,-3.146414004320236,0.5320954614357385,24.16067185881349,-23.628576397377753,2.0139795203765503,97.1098047131278,-95.09582519275124,,,,,,
1981-02-06,0.0,3.365109689465435,-3.365109689465435,0.1096725655104655,23.961577662167983,-23.851905096657518,2.0139795203765503,97.75177792124468,-95.73779840086813,,,,,,
1981-02-07,0.0,3.58981591566604,-3.58981591566604,0.1096725655104655,24.163835151600026,-24.05416258608956,2.0139795203765503,98.88126776330887,-96.86728824293232,,,,,,
1981-02-08,0.0,3.826547281044924,-3.826547281044924,0.1096725655104655,24.192500831693838,-24.08282826618337,2.0139795203765503,99.82504468615325,-97.8110651657767,,,,,,
1981-02-09,0.0,3.8653412913497687,-3.8653412913497687,0.1096725655104655,24.254323825078753,-24.14465125956829,2.0139795203765503,100.84082941422783,-98.82684989385126,,,,,,
1981-02-10,0.0,3.8098462434092353,-3.8098462434092353,0.1096725655104655,24.705290272240266,-24.5956177067298,0.5320954614357385,101.91330799803002,-101.38121253659429,,,,,,
1981-02-11,0.0,3.985117295462503,-3.985117295462503,0.05155547788174886,25.639747198599892,-25.588191720718143,0.5320954614357385,103.03891664424313,-102.5068211828074,,,,,,
1981-02-12,0.0,3.356408345917337,-3.356408345917337,0.0,25.798186062315242,-25.798186062315246,0.5320954614357385,103.61329274536949,-103.08119728393376,,,,,,
1981-02-13,0.0,3.254196352768082,-3.254196352768082,0.0,25.68727272561789,-25.68727272561789,0.5320954614357385,103.75998222974974,-103.227886768314,,,,,,
1981-02-14,0.0,3.2150574771276537,-3.2150574771276537,0.0,25.312514287079505,-25.312514287079505,0.5320954614357385,103.90600048305777,-103.37390502162202,,,,,,
1981-02-15,0.0,3.766111336903953,-3.766111336903953,0.0,25.252078342938532,-25.252078342938535,0.5320954614357385,104.74537558899965,-104.21328012756392,,,,,,
1981-02-16,0.0,3.8370726698008206,-3.8370726698008206,0.0,25.223809721389586,-25.223809721389586,0.5320954614357385,105.6224542236187,-105.09035876218296,,,,,,
1981-02-17,0.0,3.810495561604666,-3.810495561604666,0.0,25.224459039585014,-25.224459039585017,0.5320954614357385,106.44531583119269,-105.91322036975694,,,,,,
1981-02-18,0.0,3.874231450424141,-3.874231450424141,0.0,25.113573194546657,-25.113573194546653,0.5320954614357385,107.36601584657043,-106.8339203851347,,,,,,
1981-02-19,0.0,3.976192648582654,-3.976192648582654,0.0,25.733357497211973,-25.73335749721197,0.5320954614357385,107.78191455777674,-107.24981909634101,,,,,,
1981-02-20,0.0,3.704733391256894,-3.704733391256894,0.0,26.183894535700784,-26.183894535700784,0.5320954614357385,108.0564674211369,-107.52437195970117,,,,,,
1981-02-21,0.04641185547322109,3.58623902827553,-3.5398271728023087,0.04641185547322109,26.555076086848658,-26.508664231375437,0.5785073169089596,108.33213538311287,-107.75362806620392,,,,,,
1981-02-22,0.0,3.747859158251103,-3.747859158251103,0.04641185547322109,26.536823908195807,-26.490412052722586,0.5785073169089596,108.2540120621047,-107.67550474519574,,,,,,
1981-02-23,0.0,3.7075815242928742,-3.7075815242928742,0.04641185547322109,26.40733276268786,-26.36092090721464,0.5785073169089596,108.52482574452438,-107.94631842761542,,,,,,
1981-02-24,0.0,3.6902300764384814,-3.6902300764384814,0.04641185547322109,26.28706727752168,-26.240655422048455,0.5785073169089596,108.90262367547868,-108.32411635856973,,,,,,
1981-02-25,0.0,3.741544446605664,-3.741544446605664,0.04641185547322109,26.1543802737032,-26.10796841822998,0.5785073169089596,109.30482247351858,-108.72631515660963,,,,,,
1981-02-26,0.0,3.6249095071746935,-3.6249095071746935,0.04641185547322109,25.80309713229524,-25.75668527682202,0.5785073169089596,109.02646036484987,-108.44795304794091,,,,,,
1981-02-27,0.0,3.5216192011900564,-3.5216192011900564,0.04641185547322109,25.6199829422284,-25.57357108675518,0.5785073169089596,108.56329403138712,-107.98478671447816,,,,,,
1981-02-28,0.0,3.924592493911191,-3.924592493911191,0.0,25.958336407864063,-25.958336407864063,0.5785073169089596,108.9415242457372,-108.36301692882823,,,,,,
1981-03-01,0.0,3.3766417379273044,-3.3766417379273044,0.0,25.587118987540265,-25.587118987540265,0.15608442098368658,108.75396209755355,-108.59787767656987,,,,,,
1981-03-02,0.006137850217348277,4.1844183385331695,-4.1782804883158216,0.006137850217348277,26.063955801780562,-26.057817951563212,0.16222227120103486,109.55082200985274,-109.38859973865169,,,,,,
1981-03-03,0.0,4.196661010658223,-4.196661010658223,0.006137850217348277,26.5703867360003,-26.564248885782956,0.16222227120103486,109.94960141955984,-109.7873791483588,,,,,,
1981-03-04,0.0,4.425619374775808,-4.425619374775808,0.006137850217348277,27.254461664170446,-27.248323813953096,0.16222227120103486,110.57170249637079,-110.40948022516977,,,,,,
1981-03-05,0.23115319373773094,3.6615335217717178,-3.4303803280339866,0.23729104395507922,27.291085678767473,-27.05379463481239,0.3933754649387658,110.87435622189479,-110.48098075695601,,,,,,
1981-03-06,0.0,4.483145809749141,-4.483145809749141,0.23729104395507922,28.252612287326556,-28.015321243371474,0.33525837731004915,112.30684166254105,-111.971583285231,,,,,,
1981-03-07,0.012073415622457105,4.481491288806949,-4.469417873184492,0.24936445957753633,28.809511082222315,-28.560146622644776,0.2957763150507574,113.59036346914601,-113.29458715409527,,,,,,
1981-03-08,1.2045496639438407,4.285377263218065,-3.0808275992742242,1.453914123521377,29.718246607513073,-28.264332483991694,1.500325978994598,114.51063104289865,-113.01030506390404,,,,,,
1981-03-09,0.5580171506917949,4.025160014077772,-3.4671428633859773,2.0057934239958235,29.558988283057676,-27.553194859061854,2.058343129686393,114.94597514131038,-112.88763201162398,,,,,,
1981-03-10,0.0,4.249893194748646,-4.249893194748646,2.0057934239958235,29.6122204671481,-27.606427043152273,2.058343129686393,115.3693210550141,-113.3109779253277,,,,,,
1981-03-11,0.0,4.176910783903069,-4.176910783903069,2.0057934239958235,29.36351187627536,-27.357718452279535,2.058343129686393,115.6808905475674,-113.62254741788101,,,,,,
1981-03-12,0.17447346557570007,4.395109880323995,-4.220636414748295,1.9491136958337927,30.097088234827638,-28.147974538993843,2.232816595262093,116.26615418448216,-114.03333758922007,,,,,,
1981-03-13,0.0,4.76695579406681,-4.76695579406681,1.9491136958337927,30.380898219145305,-28.431784523311514,2.232816595262093,117.04799268308646,-114.81517608782437,,,,,,
1981-03-14,0.0,4.767111952345543,-4.767111952345543,1.9370402802113356,30.6665188826839,-28.729478602472565,2.232816595262093,118.45869628951468,-116.22587969425257,,,,,,
1981-03-15,0.0,5.035552623548568,-5.035552623548568,0.732490616267495,31.416694243014405,-30.684203626746907,2.232816595262093,120.24005256029517,-118.00723596503306,,,,,,
1981-03-16,0.0,5.072321098165494,-5.072321098165494,0.17447346557570007,32.463855327102124,-32.28938186152642,2.232816595262093,122.097316181333,-119.8644995860709,,,,,,
1981-03-17,0.0,5.178103881783709,-5.178103881783709,0.17447346557570007,33.39206601413719,-33.21759254856149,2.232816595262093,123.50930872621275,-121.27649213095066,,,,,,
1981-03-18,0.0,4.737360191063456,-4.737360191063456,0.17447346557570007,33.952515421297576,-33.778041955721875,2.232816595262093,124.40959624747538,-122.1767796522133,,,,,,
1981-03-19,0.0,4.3792833072553226,-4.3792833072553226,0.0,33.936688848228904,-33.936688848228904,2.232816595262093,124.97838399312606,-122.74556739786395,,,,,,
1981-03-20,0.8349270120359293,4.005217501210496,-3.170290489174567,0.8349270120359293,33.17495055537259,-32.34002354333666,3.0677436072980226,125.1093700439124,-122.04162643661438,,,,,,
1981-03-21,0.0,4.564697213453636,-4.564697213453636,0.8349270120359293,32.97253581648068,-32.13760880444475,3.0677436072980226,125.69787460878338,-122.63013100148535,,,,,,
1981-03-22,0.0012534284887329686,4.32692963670968,-4.325676208220948,0.8361804405246623,32.2639128296418,-31.427732389117132,3.0689970357867553,126.32007085423616,-123.25107381844941,,,,,,
1981-03-23,0.0,4.521496408015378,-4.521496408015378,0.8361804405246623,31.71308813949168,-30.876907698967017,3.022585180313534,127.25532823397602,-124.23274305366249,,,,,,
1981-03-24,0.6798206297114058,4.027633235287854,-3.347812605576448,1.5160010702360682,30.562617492995823,-29.046616422759755,3.70240581002494,127.53510231101276,-123.83269650098782,,,,,,
1981-03-25,0.0,4.028667929451538,-4.028667929451538,1.5160010702360682,29.853925231383908,-28.337924161147836,3.70240581002494,127.85618871617143,-124.15378290614649,,,,,,
1981-03-26,0.0,4.118028439188004,-4.118028439188004,1.5160010702360682,29.592670363316586,-28.07666929308052,3.70240581002494,128.28398707892094,-124.58158126889602,,,,,,
1981-03-27,0.0,4.145896938132536,-4.145896938132536,0.6810740582001388,29.733349800238628,-29.052275742038486,3.70240581002494,128.68833957044782,-124.98593376042288,,,,,,
