fecha,nivel_diario_m
2018-07-29,0.784
2018-07-30,0.7725
2018-07-31,0.7557
2018-08-01,0.7312
2018-08-02,0.7307
2018-08-03,0.742
2018-08-04,0.7247
2018-08-05,0.7378
2018-08-06,0.734
2018-08-07,0.7683
2018-08-08,0.8039
2018-08-09,0.7563
2018-08-10,0.7847
2018-08-11,0.8021
2018-08-12,0.7571
2018-08-13,0.7421
2018-08-14,0.7622
2018-08-15,0.74
2018-08-16,0.7269
2018-08-17,0.7132
2018-08-18,0.706
2018-08-19,0.6901
2018-08-20,0.6783
2018-08-21,0.699
2018-08-22,0.7816
2018-08-23,0.7986
2018-08-24,0.7896
2018-08-25,0.737
2018-08-26,0.7225
2018-08-27,0.8003
2018-08-28,0.7694
2018-08-29,0.7583
2018-08-30,0.7264
2018-08-31,0.7123
2018-09-01,0.703
2018-09-02,0.703
2018-09-03,0.6901
2018-09-04,0.6869
2018-09-05,0.699
2018-09-06,0.691
2018-09-07,0.6919
2018-09-08,0.6807
2018-09-09,0.6928
2018-09-10,0.8285
2018-09-11,0.8293
2018-09-12,0.8182
2018-09-13,0.7262
2018-09-14,0.7002
2018-09-15,0.8122
2018-09-16,0.7289
2018-09-17,0.7812
2018-09-18,0.7013
2018-09-19,0.6753
2018-09-20,0.67
2018-09-21,0.7752
2018-09-22,0.7045
2018-09-23,0.7316
2018-09-24,0.8177
2018-09-25,0.7305
2018-09-26,0.7012
2018-09-27,0.687
2018-09-28,0.6825
2018-09-29,0.6711
2018-09-30,0.7045
2018-10-01,0.7509
2018-10-02,0.9142
2018-10-03,0.7785
2018-10-04,0.7701
2018-10-05,1.9065
2018-10-06,1.4134
2018-10-07,0.9553
2018-10-08,0.8558
2018-10-09,0.837
2018-10-10,0.8049
2018-10-11,0.7813
2018-10-12,1.0886
2018-10-13,1.8933
2018-10-14,1.38
2018-10-15,1.055
2018-10-16,2.3046
2018-10-17,2.1407
2018-10-18,2.4823
2018-10-19,1.2839
2018-10-20,1.0904
2018-10-21,1.0042
2018-10-22,0.922
2018-10-23,0.886
2018-10-24,0.8452
2018-10-25,0.8312
2018-10-26,0.8528
2018-10-27,0.9484
2018-10-28,0.8678
2018-10-29,0.9739
2018-10-30,0.9198
2018-10-31,0.8595
2018-11-01,0.826
2018-11-02,0.8043
2018-11-03,0.7857
2018-11-04,0.7907
2018-11-05,0.8586
2018-11-06,0.7895
2018-11-07,0.7624
2018-11-08,0.7622
2018-11-09,0.755
2018-11-10,0.7423
2018-11-11,0.7665
2018-11-12,0.844
2018-11-13,0.8144
2018-11-14,0.7777
2018-11-15,0.8468
2018-11-16,0.8646
2018-11-17,0.8172
2018-11-18,0.8572
2018-11-19,0.8317
2018-11-20,0.8539
2018-11-21,0.8455
2018-11-22,0.8892
2018-11-23,0.8695
2018-11-24,0.8255
2018-11-25,0.8001
2018-11-26,0.7802
2018-11-27,0.7621
2018-11-28,0.7591
2018-11-29,0.7692
2018-11-30,0.7553
2018-12-01,0.7265
2018-12-02,0.72
2018-12-03,0.722
2018-12-04,0.7199
2018-12-05,0.7077
2018-12-06,0.7004
2018-12-07,0.7618
2018-12-08,0.7784
2018-12-09,0.7214
2018-12-10,0.7051
2018-12-11,0.7036
2018-12-12,0.7087
2018-12-13,0.6904
2018-12-14,0.6794
2018-12-15,0.6627
2018-12-16,0.6687
2018-12-17,0.6634
2018-12-18,0.661
2018-12-19,0.6565
2018-12-20,0.65
2018-12-21,0.6465
2018-12-22,0.6323
2018-12-23,0.6312
2018-12-24,0.6419
2018-12-25,0.6299
2018-12-26,0.6257955555555555
2018-12-27,0.6216911111111111
2018-12-28,0.6175866666666667
2018-12-29,0.6134822222222223
2018-12-30,0.6093777777777778
2018-12-31,0.6052733333333333
2019-01-01,0.6011688888888889
2019-01-02,0.5970644444444444
2019-01-03,0.59296
2019-01-04,0.5888555555555556
2019-01-05,0.5847511111111111
2019-01-06,0.5806466666666666
2019-01-07,0.5765422222222222
2019-01-08,0.5724377777777778
2019-01-09,0.5683333333333334
2019-01-10,0.5642288888888889
2019-01-11,0.5601244444444444
2019-01-12,0.55602
2019-01-13,0.5519155555555555
2019-01-14,0.5478111111111111
2019-01-15,0.5437066666666667
2019-01-16,0.5396022222222222
2019-01-17,0.5354977777777777
2019-01-18,0.5313933333333334
2019-01-19,0.5272888888888889
2019-01-20,0.5231844444444445
2019-01-21,0.51908
2019-01-22,0.5149755555555555
2019-01-23,0.510871111111111
2019-01-24,0.5067666666666667
2019-01-25,0.5026622222222222
2019-01-26,0.49855777777777777
2019-01-27,0.4944533333333333
2019-01-28,0.4903488888888889
2019-01-29,0.4862444444444444
2019-01-30,0.48214
2019-01-31,0.47803555555555555
2019-02-01,0.4739311111111111
2019-02-02,0.4698266666666666
2019-02-03,0.4657222222222222
2019-02-04,0.4616177777777778
2019-02-05,0.4575133333333333
2019-02-06,0.45340888888888886
2019-02-07,0.4493044444444444
2019-02-08,0.4452
2019-02-09,0.4036
2019-02-10,0.3987
2019-02-11,0.4087
2019-02-12,0.4127
2019-02-13,0.4131
2019-02-14,0.4058
2019-02-15,0.4018
2019-02-16,0.4
2019-02-17,0.4
2019-02-18,0.4083
2019-02-19,0.4005
2019-02-20,0.4
2019-02-21,0.3962
2019-02-22,0.3944
2019-02-23,0.3953
2019-02-24,0.3864
2019-02-25,0.3851
2019-02-26,0.3984
2019-02-27,0.409
2019-02-28,0.4022
2019-03-01,0.3981
2019-03-02,0.3797
2019-03-03,0.3721
2019-03-04,0.3852
2019-03-05,0.3839
2019-03-06,0.3751
2019-03-07,0.3724
2019-03-08,0.4329
2019-03-09,0.4032
2019-03-10,0.3893
2019-03-11,0.3837
2019-03-12,0.391
2019-03-13,0.4034
2019-03-14,0.395
2019-03-15,0.3997
2019-03-16,0.3986
2019-03-17,0.3943
2019-03-18,0.4018
2019-03-19,0.3999
2019-03-20,0.3987
2019-03-21,0.3937
2019-03-22,0.3925
2019-03-23,0.3903
2019-03-24,0.3878
2019-03-25,0.39
2019-03-26,0.3923
2019-03-27,0.3889
2019-03-28,0.3815
2019-03-29,0.3795
2019-03-30,0.3718
2019-03-31,0.3624
2019-04-01,0.3732
2019-04-02,0.375
2019-04-03,0.372
2019-04-04,0.3736
2019-04-05,0.3726
2019-04-06,0.3724
2019-04-07,0.3752
2019-04-08,0.3741
2019-04-09,0.3667
2019-04-10,0.3782
2019-04-11,0.3847
2019-04-12,0.3841
2019-04-13,0.3828
2019-04-14,0.3716
2019-04-15,0.3828
2019-04-16,0.3741
2019-04-17,0.3686
2019-04-18,0.3672
2019-04-19,0.3753
2019-04-20,0.3801
2019-04-21,0.379
2019-04-22,0.3719
2019-04-23,0.3685
2019-04-24,0.3658
2019-04-25,0.36
2019-04-26,0.36
2019-04-27,0.36
2019-04-28,0.36
2019-04-29,0.3642
2019-04-30,0.3598
2019-05-01,0.37
2019-05-02,0.3736
2019-05-03,0.3647
2019-05-04,0.355
2019-05-05,0.3545
2019-05-06,0.3565
2019-05-07,0.3555
2019-05-08,0.36
2019-05-09,0.3562
2019-05-10,0.3698
2019-05-11,0.3643
2019-05-12,0.3662
2019-05-13,0.4074
2019-05-14,0.4042
2019-05-15,0.421
2019-05-16,0.4585
2019-05-17,0.4844
2019-05-18,0.4737
2019-05-19,0.4567
2019-05-20,0.4983
2019-05-21,0.5257
2019-05-22,0.5333
2019-05-23,0.561
2019-05-24,0.6934
2019-05-25,0.6265
2019-05-26,0.5384
2019-05-27,0.6264
2019-05-28,0.6594
2019-05-29,0.9088
2019-05-30,0.8816
2019-05-31,0.7359
2019-06-01,0.6056
2019-06-02,0.5429
2019-06-03,0.6373
2019-06-04,0.5289
2019-06-05,0.4916
2019-06-06,0.6116
2019-06-07,0.5296
2019-06-08,0.5691
2019-06-09,0.6178
2019-06-10,0.5411
2019-06-11,0.5051
2019-06-12,0.5174
2019-06-13,0.7951
2019-06-14,0.7333
2019-06-15,0.5863
2019-06-16,0.5341
2019-06-17,0.5066
2019-06-18,0.4952
2019-06-19,0.4912
2019-06-20,0.4931
2019-06-21,0.5231
2019-06-22,0.5122
2019-06-23,0.5006
2019-06-24,0.5244
2019-06-25,0.5247
2019-06-26,0.5777
2019-06-27,0.5384
2019-06-28,0.5269
2019-06-29,0.5257
2019-06-30,0.5726
2019-07-01,0.558
2019-07-02,0.6141
2019-07-03,0.5863
2019-07-04,0.567
2019-07-05,0.5703
2019-07-06,0.5331
2019-07-07,0.5201
2019-07-08,0.6849
2019-07-09,1.0647
2019-07-10,0.7275
2019-07-11,0.6461
2019-07-12,0.6125
2019-07-13,0.6052
2019-07-14,0.5998
2019-07-15,0.6187
2019-07-16,0.6239
2019-07-17,0.5919
2019-07-18,0.5875
2019-07-19,0.6655
2019-07-20,0.6543
2019-07-21,0.6312
2019-07-22,0.6242
2019-07-23,0.6329
2019-07-24,0.5882
2019-07-25,0.5687
2019-07-26,0.5664
2019-07-27,0.5589
2019-07-28,0.541
2019-07-29,0.5531
2019-07-30,0.5433
2019-07-31,0.5184
2019-08-01,0.499
2019-08-02,0.4965
2019-08-03,0.49
2019-08-04,0.4905
2019-08-05,0.4863
2019-08-06,0.481
2019-08-07,0.4859
2019-08-08,0.5258
2019-08-09,0.53
2019-08-10,0.5157
2019-08-11,0.6157
2019-08-12,0.7299
2019-08-13,0.619
2019-08-14,0.5648
2019-08-15,0.586
2019-08-16,0.607
2019-08-17,0.6292
2019-08-18,0.6613
2019-08-19,0.7511
2019-08-20,0.6572
2019-08-21,0.6654
2019-08-22,0.6149
2019-08-23,0.5783
2019-08-24,0.5694
2019-08-25,0.5411
2019-08-26,0.5328
2019-08-27,0.5264
2019-08-28,0.5279
2019-08-29,0.5133
2019-08-30,0.5092
2019-08-31,0.4966
2019-09-01,0.4902
2019-09-02,0.4934
2019-09-03,0.479
2019-09-04,0.4691
2019-09-05,0.4604
2019-09-06,0.4659
2019-09-07,0.4883
2019-09-08,0.5051
2019-09-09,0.5008
2019-09-10,0.4789
2019-09-11,0.4624
2019-09-12,0.5
2019-09-13,0.4893
2019-09-14,0.4759
2019-09-15,0.5864
2019-09-16,0.6084
2019-09-17,0.5499
2019-09-18,0.51
2019-09-19,0.4961
2019-09-20,0.5084
2019-09-21,0.605
2019-09-22,0.7196
2019-09-23,0.6214
2019-09-24,0.578
2019-09-25,0.7843
2019-09-26,0.6643
2019-09-27,0.9114
2019-09-28,0.9456
2019-09-29,0.7752
2019-09-30,0.6843
2019-10-01,0.6589
2019-10-02,0.8987
2019-10-03,1.0885
2019-10-04,1.1678
2019-10-05,0.8866
2019-10-06,0.8252
2019-10-07,0.9818
2019-10-08,1.5511
2019-10-09,1.267
2019-10-10,0.9191
2019-10-11,1.2775
2019-10-12,1.2353
2019-10-13,1.1688
2019-10-14,1.0949
2019-10-15,1.464
2019-10-16,1.0604
2019-10-17,0.8679
2019-10-18,0.8255
2019-10-19,0.8671
2019-10-20,1.1131
2019-10-21,1.4368
2019-10-22,0.8891
2019-10-23,0.8907
2019-10-24,1.0537
2019-10-25,1.3365
2019-10-26,1.5965
2019-10-27,1.0133
2019-10-28,0.9214
2019-10-29,0.8285
2019-10-30,0.7822
2019-10-31,0.7641
2019-11-01,0.8233
2019-11-02,0.763
2019-11-03,0.7127
2019-11-04,0.6816
2019-11-05,0.659
2019-11-06,0.6499
2019-11-07,0.6548
2019-11-08,0.6788
2019-11-09,0.7151
2019-11-10,0.7136
2019-11-11,0.6731
2019-11-12,0.6647
2019-11-13,0.6417
2019-11-14,0.641
2019-11-15,0.649
2019-11-16,0.6334
2019-11-17,0.6451
2019-11-18,0.6597
2019-11-19,0.6288
2019-11-20,0.6124
2019-11-21,0.6159
2019-11-22,0.6081
2019-11-23,0.5983
2019-11-24,0.5909
2019-11-25,0.6005
2019-11-26,0.5811
2019-11-27,0.5949
2019-11-28,0.7382
2019-11-29,0.8494
2019-11-30,0.8484
2019-12-01,0.7428
2019-12-02,0.7004
2019-12-03,0.687
2019-12-04,0.6748
2019-12-05,0.6986
2019-12-06,0.7432
2019-12-07,0.7422
2019-12-08,0.7921
2019-12-09,0.8039
2019-12-10,0.7799
2019-12-11,0.7656
2019-12-12,0.7826
2019-12-13,0.8043
2019-12-14,0.7417
2019-12-15,0.7176
2019-12-16,0.6992
2019-12-17,0.6783
2019-12-18,0.667
2019-12-19,0.6524
2019-12-20,0.7485
2019-12-21,0.8362
2019-12-22,0.8182
2019-12-23,0.784
2019-12-24,0.7567
2019-12-25,0.7215
2019-12-26,0.7041
2019-12-27,0.6802
2019-12-28,0.6865
2019-12-29,0.6919
2019-12-30,0.6844
2019-12-31,0.6562
2020-01-01,0.6545
2020-01-02,0.6522
2020-01-03,0.6299
2020-01-04,0.6132
2020-01-05,0.6027
2020-01-06,0.6425
2020-01-07,0.6296
2020-01-08,0.6024
2020-01-09,0.6108
2020-01-10,0.6028
2020-01-11,0.5933
2020-01-12,0.5861
2020-01-13,0.5984
2020-01-14,0.5958
2020-01-15,0.6122
2020-01-16,0.6295
2020-01-17,0.6157
2020-01-18,0.673
2020-01-19,0.7412
2020-01-20,0.7227
2020-01-21,0.712
2020-01-22,0.6628
2020-01-23,0.637
2020-01-24,0.6174
2020-01-25,0.5951
2020-01-26,0.58
2020-01-27,0.5752
2020-01-28,0.56
2020-01-29,0.5611
2020-01-30,0.5536
2020-01-31,0.5471
2020-02-01,0.5301
2020-02-02,0.5234
2020-02-03,0.5354
2020-02-04,0.5553
2020-02-05,0.5311
2020-02-06,0.5136
2020-02-07,0.504
2020-02-08,0.4947
2020-02-09,0.4775
2020-02-10,0.4816
2020-02-11,0.4635
2020-02-12,0.4597
2020-02-13,0.4561
2020-02-14,0.4526
2020-02-15,0.4426
2020-02-16,0.4418
2020-02-17,0.4606
2020-02-18,0.4408
2020-02-19,0.4412
2020-02-20,0.4403
2020-02-21,0.4469
2020-02-22,0.4394
2020-02-23,0.4331
2020-02-24,0.4357
2020-02-25,0.433
2020-02-26,0.43
2020-02-27,0.4255
2020-02-28,0.4138
2020-02-29,0.4004
2020-03-01,0.4025
2020-03-02,0.4534
2020-03-03,0.4282
2020-03-04,0.4156
2020-03-05,0.4144
2020-03-06,0.4036
2020-03-07,0.3996
2020-03-08,0.4133
2020-03-09,0.4211
2020-03-10,0.4073
2020-03-11,0.4033
2020-03-12,0.4118
2020-03-13,0.4352
2020-03-14,0.4086
2020-03-15,0.4005
2020-03-16,0.4106
2020-03-17,0.3928
2020-03-18,0.39
2020-03-19,0.3848
2020-03-20,0.38
2020-03-21,0.3798
2020-03-22,0.3869
2020-03-23,0.385
2020-03-24,0.3698
2020-03-25,0.3699
2020-03-26,0.3663
2020-03-27,0.3665
2020-03-28,0.3692
2020-03-29,0.37
2020-03-30,0.3742
2020-03-31,0.3744
2020-04-01,0.3711
2020-04-02,0.373
2020-04-03,0.3634
2020-04-04,0.3629
2020-04-05,0.36
2020-04-06,0.3659
2020-04-07,0.3529
2020-04-08,0.3446
2020-04-09,0.3366
2020-04-10,0.3561
2020-04-11,0.3534
2020-04-12,0.3401
2020-04-13,0.3509
2020-04-14,0.3594
2020-04-15,0.3648
2020-04-16,0.3601
2020-04-17,0.3456
2020-04-18,0.3402
2020-04-19,0.3272
2020-04-20,0.3384
2020-04-21,0.3407
2020-04-22,0.3336
2020-04-23,0.332
2020-04-24,0.3387
2020-04-25,0.3426
2020-04-26,0.34
2020-04-27,0.3461
2020-04-28,0.3419
2020-04-29,0.3391
2020-04-30,0.3483
2020-05-01,0.3454
2020-05-02,0.3398
2020-05-03,0.33
2020-05-04,0.3299
2020-05-05,0.3106
2020-05-06,0.29
2020-05-07,0.294
2020-05-08,0.2939
2020-05-09,0.29
2020-05-10,0.2936
2020-05-11,0.2908
2020-05-12,0.2904
2020-05-13,0.2896
2020-05-14,0.287
2020-05-15,0.2886
2020-05-16,0.2885
2020-05-17,0.2989
2020-05-18,0.3084
2020-05-19,0.3096
2020-05-20,0.3627
2020-05-21,0.5048
2020-05-22,0.4815
2020-05-23,0.4466
2020-05-24,0.462
2020-05-25,0.474
2020-05-26,0.632
2020-05-27,0.542
2020-05-28,0.5647
2020-05-29,0.5774
2020-05-30,0.5159
2020-05-31,0.5701
2020-06-01,0.607
2020-06-02,0.5697
2020-06-03,0.5207
2020-06-04,0.7833
2020-06-05,0.6561
2020-06-06,0.5575
2020-06-07,0.617
2020-06-08,0.5351
2020-06-09,0.4839
2020-06-10,0.5032
2020-06-11,0.5749
2020-06-12,0.4914
2020-06-13,0.4939
2020-06-14,0.5143
2020-06-15,0.551
2020-06-16,0.5676
2020-06-17,0.8635
2020-06-18,0.6511
2020-06-19,0.5282
2020-06-20,0.5303
2020-06-21,0.54
2020-06-22,0.4965
2020-06-23,0.4986
2020-06-24,0.5276
2020-06-25,0.5267
2020-06-26,0.5295
2020-06-27,0.5258
2020-06-28,0.5627
2020-06-29,0.5704
2020-06-30,0.5716
2020-07-01,0.5513
2020-07-02,0.6132
2020-07-03,0.6927
2020-07-04,0.8419
2020-07-05,0.777
2020-07-06,0.711
2020-07-07,0.6649
2020-07-08,0.6077
2020-07-09,0.592
2020-07-10,0.6849
2020-07-11,0.7455
2020-07-12,0.659
2020-07-13,0.6131
2020-07-14,0.5966
2020-07-15,0.5961
2020-07-16,0.5862
2020-07-17,0.5923
2020-07-18,0.5585
2020-07-19,0.5479
2020-07-20,0.592
2020-07-21,0.6149
2020-07-22,0.7388
2020-07-23,0.6167
2020-07-24,0.5944
2020-07-25,0.5876
2020-07-26,0.8002
2020-07-27,0.6152
2020-07-28,0.5951
2020-07-29,0.6444
2020-07-30,0.6277
2020-07-31,0.6148
2020-08-01,0.5927
2020-08-02,0.5691
2020-08-03,0.5582
2020-08-04,0.5476
2020-08-05,0.5455
2020-08-06,0.586
2020-08-07,0.6706
2020-08-08,0.6079
2020-08-09,0.5674
2020-08-10,0.5892
2020-08-11,0.6233
2020-08-12,0.5978
2020-08-13,0.5815
2020-08-14,0.6287
2020-08-15,1.0834
2020-08-16,0.7944
2020-08-17,0.69
2020-08-18,0.6541
2020-08-19,0.7228
2020-08-20,1.7372
2020-08-21,2.9039
2020-08-22,4.4447
2020-08-23,1.9433
2020-08-24,1.5469
2020-08-25,2.268
2020-08-26,2.7802
2020-08-27,2.6338
2020-08-28,1.8501
2020-08-29,1.2595
2020-08-30,1.0865
2020-08-31,0.9894
2020-09-01,0.9441
2020-09-02,0.9619
2020-09-03,1.3865
2020-09-04,1.4876
2020-09-05,1.3489
2020-09-06,1.504
2020-09-07,1.2242
2020-09-08,1.2684
2020-09-09,1.7089
2020-09-10,1.1617
2020-09-11,1.1841
2020-09-12,1.3335
2020-09-13,1.2337
2020-09-14,1.7465
2020-09-15,1.4519
2020-09-16,1.5427
2020-09-17,1.3422
2020-09-18,1.5125
2020-09-19,1.2764
2020-09-20,1.1806
2020-09-21,1.0415
2020-09-22,0.9658
2020-09-23,1.0451
2020-09-24,0.9145
2020-09-25,1.1228
2020-09-26,0.9756
2020-09-27,0.8916
2020-09-28,0.9595
2020-09-29,0.9388
2020-09-30,0.837
2020-10-01,0.9484
2020-10-02,0.9233
2020-10-03,1.8125
2020-10-04,1.1955
2020-10-05,1.4784
2020-10-06,1.9639
2020-10-07,1.667
2020-10-08,1.2721
2020-10-09,2.0629
2020-10-10,1.4409
2020-10-11,1.2057
2020-10-12,1.1051
2020-10-13,1.0453
2020-10-14,1.0048
2020-10-15,0.9997
2020-10-16,1.2651
2020-10-17,1.0457
2020-10-18,0.9605
2020-10-19,0.9434
2020-10-20,0.9655
2020-10-21,0.9058
2020-10-22,1.1889
2020-10-23,1.5489
2020-10-24,1.2445
2020-10-25,1.2002
2020-10-26,1.1383
2020-10-27,1.238
2020-10-28,2.252
2020-10-29,1.3101
2020-10-30,1.4089
2020-10-31,1.3892
2020-11-01,1.2002
2020-11-02,1.3327
2020-11-03,4.0884
2020-11-04,7.4098
2020-11-05,3.5198
2020-11-06,3.6215
2020-11-07,2.3959
2020-11-08,2.0762
2020-11-09,1.9567
2020-11-10,5.1304
2020-11-11,3.1625
2020-11-12,2.075
2020-11-13,1.7507
2020-11-14,1.549
2020-11-15,1.4289
2020-11-16,1.3789
2020-11-17,3.0756
2020-11-18,3.1377
2020-11-19,2.1491
2020-11-20,1.7571
2020-11-21,1.6501
2020-11-22,1.6944
2020-11-23,1.6533
2020-11-24,1.4758
2020-11-25,1.3489
2020-11-26,1.2467
2020-11-27,1.2104
2020-11-28,1.1753
2020-11-29,1.1237
2020-11-30,1.0952
2020-12-01,1.0853
2020-12-02,1.0491
2020-12-03,1.0455
2020-12-04,1.0402
2020-12-05,1.0109
2020-12-06,0.9758
2020-12-07,0.9582
2020-12-08,0.9356
2020-12-09,0.9167
2020-12-10,0.9001
2020-12-11,0.8925
2020-12-12,0.876
2020-12-13,0.8623
2020-12-14,0.8497
2020-12-15,0.8416
2020-12-16,0.8517
2020-12-17,0.8307
2020-12-18,0.8164
2020-12-19,0.8059
2020-12-20,0.8086
2020-12-21,0.7961
2020-12-22,0.7853
2020-12-23,0.7969
2020-12-24,0.8382
2020-12-25,0.7998
2020-12-26,0.8005
2020-12-27,0.813
2020-12-28,0.7942
2020-12-29,0.7698
2020-12-30,0.7603
2020-12-31,0.753
2021-01-01,0.7405
2021-01-02,0.7444
2021-01-03,0.7452
2021-01-04,0.7555
2021-01-05,0.7547
2021-01-06,0.7291
2021-01-07,0.7096
2021-01-08,0.706
2021-01-09,0.6969
2021-01-10,0.6901
2021-01-11,0.6943
2021-01-12,0.6934
2021-01-13,0.6445
2021-01-14,0.6458
2021-01-15,0.6389
2021-01-16,0.6259
2021-01-17,0.6153
2021-01-18,0.6059
2021-01-19,0.598
2021-01-20,0.7251
2021-01-21,0.8342
2021-01-22,0.7957
2021-01-23,0.701
2021-01-24,0.6696
2021-01-25,0.6438
2021-01-26,0.6257
2021-01-27,0.6115
2021-01-28,0.6073
2021-01-29,0.6112
2021-01-30,0.5901
2021-01-31,0.5845
2021-02-01,0.5805
2021-02-02,0.5956
2021-02-03,0.6474
2021-02-04,0.6265
2021-02-05,0.6169
2021-02-06,0.6096
2021-02-07,0.6034
2021-02-08,0.5964
2021-02-09,0.5816
2021-02-10,0.5776
2021-02-11,0.573
2021-02-12,0.5687
2021-02-13,0.5601
2021-02-14,0.5601
2021-02-15,0.5627
2021-02-16,0.552
2021-02-17,0.5476
2021-02-18,0.5494
2021-02-19,0.542
2021-02-20,0.5377
2021-02-21,0.5306
2021-02-22,0.5399
2021-02-23,0.5435
2021-02-24,0.5375
2021-02-25,0.5355
2021-02-26,0.5343
2021-02-27,0.5309
2021-02-28,0.5624
2021-03-01,0.5522
2021-03-02,0.555
2021-03-03,0.5335
2021-03-04,0.5216
2021-03-05,0.515
2021-03-06,0.4994
2021-03-07,0.4957
2021-03-08,0.4928
2021-03-09,0.4882
2021-03-10,0.4996
2021-03-11,0.5022
2021-03-12,0.4935
2021-03-13,0.4844
