fecha,lluvia_mm,eto_media_cuenca_mm,balance_diario_mm,lluvia_acum_7d,eto_acum_7d,balance_7d,lluvia_acum_30d,eto_acum_30d,balance_30d,lluvia_acum_90d,eto_acum_90d,balance_90d,fuente_precipitacion,fuente_eto,metodo_eto_id,metodo_eto_diaria,eto_origen,periodo_comun_inicio,periodo_comun_fin
1981-01-01,0.000000,2.855361,-2.855361,,,,,,,,,,UCSB-CHG/CHIRPS/DAILY,"ECMWF/ERA5_LAND/DAILY_AGGR:temperature_2m_min,temperature_2m_max",hargreaves_fao56_era5_land_v1,Hargreaves FAO-56 con Tmin/Tmax ERA5-Land y radiación extraterrestre calculada por píxel,Hargreaves FAO-56 con temperaturas ERA5-Land,1981-01-01,2026-06-30
1981-01-02,0.000000,2.597399,-2.597399,,,,,,,,,,UCSB-CHG/CHIRPS/DAILY,"ECMWF/ERA5_LAND/DAILY_AGGR:temperature_2m_min,temperature_2m_max",hargreaves_fao56_era5_land_v1,Hargreaves FAO-56 con Tmin/Tmax ERA5-Land y radiación extraterrestre calculada por píxel,Hargreaves FAO-56 con temperaturas ERA5-Land,1981-01-01,2026-06-30
1981-01-03,0.000000,2.721676,-2.721676,,,,,,,,,,UCSB-CHG/CHIRPS/DAILY,"ECMWF/ERA5_LAND/DAILY_AGGR:temperature_2m_min,temperature_2m_max",hargreaves_fao56_era5_land_v1,Hargreaves FAO-56 con Tmin/Tmax ERA5-Land y radiación extraterrestre calculada por píxel,Hargreaves FAO-56 con temperaturas ERA5-Land,1981-01-01,2026-06-30
1981-01-04,0.000000,2.559293,-2.559293,,,,,,,,,,UCSB-CHG/CHIRPS/DAILY,"ECMWF/ERA5_LAND/DAILY_AGGR:temperature_2m_min,temperature_2m_max",hargreaves_fao56_era5_land_v1,Hargreaves FAO-56 con Tmin/Tmax ERA5-Land y radiación extraterrestre calculada por píxel,Hargreaves FAO-56 con temperaturas ERA5-Land,1981-01-01,2026-06-30
1981-01-05,3.475918,2.635529,0.840389,,,,,,,,,,UCSB-CHG/CHIRPS/DAILY,"ECMWF/ERA5_LAND/DAILY_AGGR:temperature_2m_min,temperature_2m_max",hargreaves_fao56_era5_land_v1,Hargreaves FAO-56 con Tmin/Tmax ERA5-Land y radiación extraterrestre calculada por píxel,Hargreaves FAO-56 con temperaturas ERA5-Land,1981-01-01,2026-06-30
1981-01-06,0.053472,2.854755,-2.801283,,,,,,,,,,UCSB-CHG/CHIRPS/DAILY,"ECMWF/ERA5_LAND/DAILY_AGGR:temperature_2m_min,temperature_2m_max",hargreaves_fao56_era5_land_v1,Hargreaves FAO-56 con Tmin/Tmax ERA5-Land y radiación extraterrestre calculada por píxel,Hargreaves FAO-56 con temperaturas ERA5-Land,1981-01-01,2026-06-30
1981-01-07,0.000000,2.723136,-2.723136,3.529390,18.947150,-15.417760,,,,,,,UCSB-CHG/CHIRPS/DAILY,"ECMWF/ERA5_LAND/DAILY_AGGR:temperature_2m_min,temperature_2m_max",hargreaves_fao56_era5_land_v1,Hargreaves FAO-56 con Tmin/Tmax ERA5-Land y radiación extraterrestre calculada por píxel,Hargreaves FAO-56 con temperaturas ERA5-Land,1981-01-01,2026-06-30
1981-01-08,0.000000,2.460326,-2.460326,3.529390,18.552115,-15.022725,,,,,,,UCSB-CHG/CHIRPS/DAILY,"ECMWF/ERA5_LAND/DAILY_AGGR:temperature_2m_min,temperature_2m_max",hargreaves_fao56_era5_land_v1,Hargreaves FAO-56 con Tmin/Tmax ERA5-Land y radiación extraterrestre calculada por píxel,Hargreaves FAO-56 con temperaturas ERA5-Land,1981-01-01,2026-06-30
1981-01-09,0.000000,2.882770,-2.882770,3.529390,18.837486,-15.308096,,,,,,,UCSB-CHG/CHIRPS/DAILY,"ECMWF/ERA5_LAND/DAILY_AGGR:temperature_2m_min,temperature_2m_max",hargreaves_fao56_era5_land_v1,Hargreaves FAO-56 con Tmin/Tmax ERA5-Land y radiación extraterrestre calculada por píxel,Hargreaves FAO-56 con temperaturas ERA5-Land,1981-01-01,2026-06-30
1981-01-10,0.000000,2.849557,-2.849557,3.529390,18.965367,-15.435977,,,,,,,UCSB-CHG/CHIRPS/DAILY,"ECMWF/ERA5_LAND/DAILY_AGGR:temperature_2m_min,temperature_2m_max",hargreaves_fao56_era5_land_v1,Hargreaves FAO-56 con Tmin/Tmax ERA5-Land y radiación extraterrestre calculada por píxel,Hargreaves FAO-56 con temperaturas ERA5-Land,1981-01-01,2026-06-30
1981-01-11,1.482337,2.737368,-1.255031,5.011727,19.143441,-14.131715,,,,,,,UCSB-CHG/CHIRPS/DAILY,"ECMWF/ERA5_LAND/DAILY_AGGR:temperature_2m_min,temperature_2m_max",hargreaves_fao56_era5_land_v1,Hargreaves FAO-56 con Tmin/Tmax ERA5-Land y radiación extraterrestre calculada por píxel,Hargreaves FAO-56 con temperaturas ERA5-Land,1981-01-01,2026-06-30
1981-01-12,0.000000,2.859509,-2.859509,1.535809,19.367421,-17.831612,,,,,,,UCSB-CHG/CHIRPS/DAILY,"ECMWF/ERA5_LAND/DAILY_AGGR:temperature_2m_min,temperature_2m_max",hargreaves_fao56_era5_land_v1,Hargreaves FAO-56 con Tmin/Tmax ERA5-Land y radiación extraterrestre calculada por píxel,Hargreaves FAO-56 con temperaturas ERA5-Land,1981-01-01,2026-06-30
1981-01-13,0.000000,2.782032,-2.782032,1.482337,19.294698,-17.812361,,,,,,,UCSB-CHG/CHIRPS/DAILY,"ECMWF/ERA5_LAND/DAILY_AGGR:temperature_2m_min,temperature_2m_max",hargreaves_fao56_era5_land_v1,Hargreaves FAO-56 con Tmin/Tmax ERA5-Land y radiación extraterrestre calculada por píxel,Hargreaves FAO-56 con temperaturas ERA5-Land,1981-01-01,2026-06-30
1981-01-14,0.000000,3.107507,-3.107507,1.482337,19.679068,-18.196732,,,,,,,UCSB-CHG/CHIRPS/DAILY,"ECMWF/ERA5_LAND/DAILY_AGGR:temperature_2m_min,temperature_2m_max",hargreaves_fao56_era5_land_v1,Hargreaves FAO-56 con Tmin/Tmax ERA5-Land y radiación extraterrestre calculada por píxel,Hargreaves FAO-56 con temperaturas ERA5-Land,1981-01-01,2026-06-30
1981-01-15,0.000000,3.069039,-3.069039,1.482337,20.287782,-18.805445,,,,,,,UCSB-CHG/CHIRPS/DAILY,"ECMWF/ERA5_LAND/DAILY_AGGR:temperature_2m_min,temperature_2m_max",hargreaves_fao56_era5_land_v1,Hargreaves FAO-56 con Tmin/Tmax ERA5-Land y radiación extraterrestre calculada por píxel,Hargreaves FAO-56 con temperaturas ERA5-Land,1981-01-01,2026-06-30
1981-01-16,0.000000,2.926736,-2.926736,1.482337,20.331747,-18.849411,,,,,,,UCSB-CHG/CHIRPS/DAILY,"ECMWF/ERA5_LAND/DAILY_AGGR:temperature_2m_min,temperature_2m_max",hargreaves_fao56_era5_land_v1,Hargreaves FAO-56 con Tmin/Tmax ERA5-Land y radiación extraterrestre calculada por píxel,Hargreaves FAO-56 con temperaturas ERA5-Land,1981-01-01,2026-06-30
1981-01-17,0.000000,2.959994,-2.959994,1.482337,20.442185,-18.959848,,,,,,,UCSB-CHG/CHIRPS/DAILY,"ECMWF/ERA5_LAND/DAILY_AGGR:temperature_2m_min,temperature_2m_max",hargreaves_fao56_era5_land_v1,Hargreaves FAO-56 con Tmin/Tmax ERA5-Land y radiación extraterrestre calculada por píxel,Hargreaves FAO-56 con temperaturas ERA5-Land,1981-01-01,2026-06-30
1981-01-18,0.000000,2.987634,-2.987634,0.000000,20.692451,-20.692451,,,,,,,UCSB-CHG/CHIRPS/DAILY,"ECMWF/ERA5_LAND/DAILY_AGGR:temperature_2m_min,temperature_2m_max",hargreaves_fao56_era5_land_v1,Hargreaves FAO-56 con Tmin/Tmax ERA5-Land y radiación extraterrestre calculada por píxel,Hargreaves FAO-56 con temperaturas ERA5-Land,1981-01-01,2026-06-30
1981-01-19,0.000000,2.953531,-2.953531,0.000000,20.786474,-20.786474,,,,,,,UCSB-CHG/CHIRPS/DAILY,"ECMWF/ERA5_LAND/DAILY_AGGR:temperature_2m_min,temperature_2m_max",hargreaves_fao56_era5_land_v1,Hargreaves FAO-56 con Tmin/Tmax ERA5-Land y radiación extraterrestre calculada por píxel,Hargreaves FAO-56 con temperaturas ERA5-Land,1981-01-01,2026-06-30
1981-01-20,0.000000,3.560294,-3.560294,0.000000,21.564736,-21.564736,,,,,,,UCSB-CHG/CHIRPS/DAILY,"ECMWF/ERA5_LAND/DAILY_AGGR:temperature_2m_min,temperature_2m_max",hargreaves_fao56_era5_land_v1,Hargreaves FAO-56 con Tmin/Tmax ERA5-Land y radiación extraterrestre calculada por píxel,Hargreaves FAO-56 con temperaturas ERA5-Land,1981-01-01,2026-06-30
1981-01-21,0.000000,3.430181,-3.430181,0.000000,21.887409,-21.887409,,,,,,,UCSB-CHG/CHIRPS/DAILY,"ECMWF/ERA5_LAND/DAILY_AGGR:temperature_2m_min,temperature_2m_max",hargreaves_fao56_era5_land_v1,Hargreaves FAO-56 con Tmin/Tmax ERA5-Land y radiación extraterrestre calculada por píxel,Hargreaves FAO-56 con temperaturas ERA5-Land,1981-01-01,2026-06-30
1981-01-22,0.000000,3.310571,-3.310571,0.000000,22.128941,-22.128941,,,,,,,UCSB-CHG/CHIRPS/DAILY,"ECMWF/ERA5_LAND/DAILY_AGGR:temperature_2m_min,temperature_2m_max",hargreaves_fao56_era5_land_v1,Hargreaves FAO-56 con Tmin/Tmax ERA5-Land y radiación extraterrestre calculada por píxel,Hargreaves FAO-56 con temperaturas ERA5-Land,1981-01-01,2026-06-30
1981-01-23,0.000000,3.825982,-3.825982,0.000000,23.028187,-23.028187,,,,,,,UCSB-CHG/CHIRPS/DAILY,"ECMWF/ERA5_LAND/DAILY_AGGR:temperature_2m_min,temperature_2m_max",hargreaves_fao56_era5_land_v1,Hargreaves FAO-56 con Tmin/Tmax ERA5-Land y radiación extraterrestre calculada por píxel,Hargreaves FAO-56 con temperaturas ERA5-Land,1981-01-01,2026-06-30
1981-01-24,0.000000,3.436768,-3.436768,0.000000,23.504961,-23.504961,,,,,,,UCSB-CHG/CHIRPS/DAILY,"ECMWF/ERA5_LAND/DAILY_AGGR:temperature_2m_min,temperature_2m_max",hargreaves_fao56_era5_land_v1,Hargreaves FAO-56 con Tmin/Tmax ERA5-Land y radiación extraterrestre calculada por píxel,Hargreaves FAO-56 con temperaturas ERA5-Land,1981-01-01,2026-06-30
1981-01-25,0.000000,3.312432,-3.312432,0.000000,23.829759,-23.829759,,,,,,,UCSB-CHG/CHIRPS/DAILY,"ECMWF/ERA5_LAND/DAILY_AGGR:temperature_2m_min,temperature_2m_max",hargreaves_fao56_era5_land_v1,Hargreaves FAO-56 con Tmin/Tmax ERA5-Land y radiación extraterrestre calculada por píxel,Hargreaves FAO-56 con temperaturas ERA5-Land,1981-01-01,2026-06-30
1981-01-26,0.000000,3.339346,-3.339346,0.000000,24.215574,-24.215574,,,,,,,UCSB-CHG/CHIRPS/DAILY,"ECMWF/ERA5_LAND/DAILY_AGGR:temperature_2m_min,temperature_2m_max",hargreaves_fao56_era5_land_v1,Hargreaves FAO-56 con Tmin/Tmax ERA5-Land y radiación extraterrestre calculada por píxel,Hargreaves FAO-56 con temperaturas ERA5-Land,1981-01-01,2026-06-30
1981-01-27,0.000000,3.903272,-3.903272,0.000000,24.558551,-24.558551,,,,,,,UCSB-CHG/CHIRPS/DAILY,"ECMWF/ERA5_LAND/DAILY_AGGR:temperature_2m_min,temperature_2m_max",hargreaves_fao56_era5_land_v1,Hargreaves FAO-56 con Tmin/Tmax ERA5-Land y radiación extraterrestre calculada por píxel,Hargreaves FAO-56 con temperaturas ERA5-Land,1981-01-01,2026-06-30
1981-01-28,0.000000,3.984786,-3.984786,0.000000,25.113156,-25.113156,,,,,,,UCSB-CHG/CHIRPS/DAILY,"ECMWF/ERA5_LAND/DAILY_AGGR:temperature_2m_min,temperature_2m_max",hargreaves_fao56_era5_land_v1,Hargreaves FAO-56 con Tmin/Tmax ERA5-Land y radiación extraterrestre calculada por píxel,Hargreaves FAO-56 con temperaturas ERA5-Land,1981-01-01,2026-06-30
1981-01-29,0.000000,3.546362,-3.546362,0.000000,25.348948,-25.348948,,,,,,,UCSB-CHG/CHIRPS/DAILY,"ECMWF/ERA5_LAND/DAILY_AGGR:temperature_2m_min,temperature_2m_max",hargreaves_fao56_era5_land_v1,Hargreaves FAO-56 con Tmin/Tmax ERA5-Land y radiación extraterrestre calculada por píxel,Hargreaves FAO-56 con temperaturas ERA5-Land,1981-01-01,2026-06-30
1981-01-30,0.422539,3.564204,-3.141664,0.422539,25.087169,-24.664629,5.434266,92.737350,-87.303084,,,,UCSB-CHG/CHIRPS/DAILY,"ECMWF/ERA5_LAND/DAILY_AGGR:temperature_2m_min,temperature_2m_max",hargreaves_fao56_era5_land_v1,Hargreaves FAO-56 con Tmin/Tmax ERA5-Land y radiación extraterrestre calculada por píxel,Hargreaves FAO-56 con temperaturas ERA5-Land,1981-01-01,2026-06-30
1981-01-31,0.000000,3.387558,-3.387558,0.422539,25.037960,-24.615420,5.434266,93.269548,-87.835282,,,,UCSB-CHG/CHIRPS/DAILY,"ECMWF/ERA5_LAND/DAILY_AGGR:temperature_2m_min,temperature_2m_max",hargreaves_fao56_era5_land_v1,Hargreaves FAO-56 con Tmin/Tmax ERA5-Land y radiación extraterrestre calculada por píxel,Hargreaves FAO-56 con temperaturas ERA5-Land,1981-01-01,2026-06-30
1981-02-01,0.000000,3.797882,-3.797882,0.422539,25.523409,-25.100870,5.434266,94.470030,-89.035764,,,,UCSB-CHG/CHIRPS/DAILY,"ECMWF/ERA5_LAND/DAILY_AGGR:temperature_2m_min,temperature_2m_max",hargreaves_fao56_era5_land_v1,Hargreaves FAO-56 con Tmin/Tmax ERA5-Land y radiación extraterrestre calculada por píxel,Hargreaves FAO-56 con temperaturas ERA5-Land,1981-01-01,2026-06-30
1981-02-02,0.000000,3.803518,-3.803518,0.422539,25.987582,-25.565042,5.434266,95.551872,-90.117606,,,,UCSB-CHG/CHIRPS/DAILY,"ECMWF/ERA5_LAND/DAILY_AGGR:temperature_2m_min,temperature_2m_max",hargreaves_fao56_era5_land_v1,Hargreaves FAO-56 con Tmin/Tmax ERA5-Land y radiación extraterrestre calculada por píxel,Hargreaves FAO-56 con temperaturas ERA5-Land,1981-01-01,2026-06-30
1981-02-03,0.000000,3.358880,-3.358880,0.422539,25.443190,-25.020650,5.434266,96.351459,-90.917193,,,,UCSB-CHG/CHIRPS/DAILY,"ECMWF/ERA5_LAND/DAILY_AGGR:temperature_2m_min,temperature_2m_max",hargreaves_fao56_era5_land_v1,Hargreaves FAO-56 con Tmin/Tmax ERA5-Land y radiación extraterrestre calculada por píxel,Hargreaves FAO-56 con temperaturas ERA5-Land,1981-01-01,2026-06-30
1981-02-04,0.058138,3.050660,-2.992523,0.480677,24.509065,-24.028388,2.016486,96.766590,-94.750105,,,,UCSB-CHG/CHIRPS/DAILY,"ECMWF/ERA5_LAND/DAILY_AGGR:temperature_2m_min,temperature_2m_max",hargreaves_fao56_era5_land_v1,Hargreaves FAO-56 con Tmin/Tmax ERA5-Land y radiación extraterrestre calculada por píxel,Hargreaves FAO-56 con temperaturas ERA5-Land,1981-01-01,2026-06-30
1981-02-05,0.051574,3.197969,-3.146396,0.532251,24.160672,-23.628421,2.014587,97.109805,-95.095217,,,,UCSB-CHG/CHIRPS/DAILY,"ECMWF/ERA5_LAND/DAILY_AGGR:temperature_2m_min,temperature_2m_max",hargreaves_fao56_era5_land_v1,Hargreaves FAO-56 con Tmin/Tmax ERA5-Land y radiación extraterrestre calculada por píxel,Hargreaves FAO-56 con temperaturas ERA5-Land,1981-01-01,2026-06-30
1981-02-06,0.000000,3.365110,-3.365110,0.109711,23.961578,-23.851867,2.014587,97.751778,-95.737191,,,,UCSB-CHG/CHIRPS/DAILY,"ECMWF/ERA5_LAND/DAILY_AGGR:temperature_2m_min,temperature_2m_max",hargreaves_fao56_era5_land_v1,Hargreaves FAO-56 con Tmin/Tmax ERA5-Land y radiación extraterrestre calculada por píxel,Hargreaves FAO-56 con temperaturas ERA5-Land,1981-01-01,2026-06-30
1981-02-07,0.000000,3.589816,-3.589816,0.109711,24.163835,-24.054124,2.014587,98.881268,-96.866681,,,,UCSB-CHG/CHIRPS/DAILY,"ECMWF/ERA5_LAND/DAILY_AGGR:temperature_2m_min,temperature_2m_max",hargreaves_fao56_era5_land_v1,Hargreaves FAO-56 con Tmin/Tmax ERA5-Land y radiación extraterrestre calculada por píxel,Hargreaves FAO-56 con temperaturas ERA5-Land,1981-01-01,2026-06-30
1981-02-08,0.000000,3.826547,-3.826547,0.109711,24.192501,-24.082790,2.014587,99.825045,-97.810457,,,,UCSB-CHG/CHIRPS/DAILY,"ECMWF/ERA5_LAND/DAILY_AGGR:temperature_2m_min,temperature_2m_max",hargreaves_fao56_era5_land_v1,Hargreaves FAO-56 con Tmin/Tmax ERA5-Land y radiación extraterrestre calculada por píxel,Hargreaves FAO-56 con temperaturas ERA5-Land,1981-01-01,2026-06-30
1981-02-09,0.000000,3.865341,-3.865341,0.109711,24.254324,-24.144613,2.014587,100.840829,-98.826242,,,,UCSB-CHG/CHIRPS/DAILY,"ECMWF/ERA5_LAND/DAILY_AGGR:temperature_2m_min,temperature_2m_max",hargreaves_fao56_era5_land_v1,Hargreaves FAO-56 con Tmin/Tmax ERA5-Land y radiación extraterrestre calculada por píxel,Hargreaves FAO-56 con temperaturas ERA5-Land,1981-01-01,2026-06-30
1981-02-10,0.000000,3.809846,-3.809846,0.109711,24.705290,-24.595579,0.532251,101.913308,-101.381057,,,,UCSB-CHG/CHIRPS/DAILY,"ECMWF/ERA5_LAND/DAILY_AGGR:temperature_2m_min,temperature_2m_max",hargreaves_fao56_era5_land_v1,Hargreaves FAO-56 con Tmin/Tmax ERA5-Land y radiación extraterrestre calculada por píxel,Hargreaves FAO-56 con temperaturas ERA5-Land,1981-01-01,2026-06-30
1981-02-11,0.000000,3.985117,-3.985117,0.051574,25.639747,-25.588174,0.532251,103.038917,-102.506666,,,,UCSB-CHG/CHIRPS/DAILY,"ECMWF/ERA5_LAND/DAILY_AGGR:temperature_2m_min,temperature_2m_max",hargreaves_fao56_era5_land_v1,Hargreaves FAO-56 con Tmin/Tmax ERA5-Land y radiación extraterrestre calculada por píxel,Hargreaves FAO-56 con temperaturas ERA5-Land,1981-01-01,2026-06-30
1981-02-12,0.000000,3.356408,-3.356408,0.000000,25.798186,-25.798186,0.532251,103.613293,-103.081042,,,,UCSB-CHG/CHIRPS/DAILY,"ECMWF/ERA5_LAND/DAILY_AGGR:temperature_2m_min,temperature_2m_max",hargreaves_fao56_era5_land_v1,Hargreaves FAO-56 con Tmin/Tmax ERA5-Land y radiación extraterrestre calculada por píxel,Hargreaves FAO-56 con temperaturas ERA5-Land,1981-01-01,2026-06-30
1981-02-13,0.000000,3.254196,-3.254196,0.000000,25.687273,-25.687273,0.532251,103.759982,-103.227732,,,,UCSB-CHG/CHIRPS/DAILY,"ECMWF/ERA5_LAND/DAILY_AGGR:temperature_2m_min,temperature_2m_max",hargreaves_fao56_era5_land_v1,Hargreaves FAO-56 con Tmin/Tmax ERA5-Land y radiación extraterrestre calculada por píxel,Hargreaves FAO-56 con temperaturas ERA5-Land,1981-01-01,2026-06-30
1981-02-14,0.000000,3.215057,-3.215057,0.000000,25.312514,-25.312514,0.532251,103.906000,-103.373750,,,,UCSB-CHG/CHIRPS/DAILY,"ECMWF/ERA5_LAND/DAILY_AGGR:temperature_2m_min,temperature_2m_max",hargreaves_fao56_era5_land_v1,Hargreaves FAO-56 con Tmin/Tmax ERA5-Land y radiación extraterrestre calculada por píxel,Hargreaves FAO-56 con temperaturas ERA5-Land,1981-01-01,2026-06-30
1981-02-15,0.000000,3.766111,-3.766111,0.000000,25.252078,-25.252078,0.532251,104.745376,-104.213125,,,,UCSB-CHG/CHIRPS/DAILY,"ECMWF/ERA5_LAND/DAILY_AGGR:temperature_2m_min,temperature_2m_max",hargreaves_fao56_era5_land_v1,Hargreaves FAO-56 con Tmin/Tmax ERA5-Land y radiación extraterrestre calculada por píxel,Hargreaves FAO-56 con temperaturas ERA5-Land,1981-01-01,2026-06-30
1981-02-16,0.000000,3.837073,-3.837073,0.000000,25.223810,-25.223810,0.532251,105.622454,-105.090204,,,,UCSB-CHG/CHIRPS/DAILY,"ECMWF/ERA5_LAND/DAILY_AGGR:temperature_2m_min,temperature_2m_max",hargreaves_fao56_era5_land_v1,Hargreaves FAO-56 con Tmin/Tmax ERA5-Land y radiación extraterrestre calculada por píxel,Hargreaves FAO-56 con temperaturas ERA5-Land,1981-01-01,2026-06-30
1981-02-17,0.000000,3.810496,-3.810496,0.000000,25.224459,-25.224459,0.532251,106.445316,-105.913065,,,,UCSB-CHG/CHIRPS/DAILY,"ECMWF/ERA5_LAND/DAILY_AGGR:temperature_2m_min,temperature_2m_max",hargreaves_fao56_era5_land_v1,Hargreaves FAO-56 con Tmin/Tmax ERA5-Land y radiación extraterrestre calculada por píxel,Hargreaves FAO-56 con temperaturas ERA5-Land,1981-01-01,2026-06-30
1981-02-18,0.000000,3.874231,-3.874231,0.000000,25.113573,-25.113573,0.532251,107.366016,-106.833765,,,,UCSB-CHG/CHIRPS/DAILY,"ECMWF/ERA5_LAND/DAILY_AGGR:temperature_2m_min,temperature_2m_max",hargreaves_fao56_era5_land_v1,Hargreaves FAO-56 con Tmin/Tmax ERA5-Land y radiación extraterrestre calculada por píxel,Hargreaves FAO-56 con temperaturas ERA5-Land,1981-01-01,2026-06-30
1981-02-19,0.000000,3.976193,-3.976193,0.000000,25.733357,-25.733357,0.532251,107.781915,-107.249664,,,,UCSB-CHG/CHIRPS/DAILY,"ECMWF/ERA5_LAND/DAILY_AGGR:temperature_2m_min,temperature_2m_max",hargreaves_fao56_era5_land_v1,Hargreaves FAO-56 con Tmin/Tmax ERA5-Land y radiación extraterrestre calculada por píxel,Hargreaves FAO-56 con temperaturas ERA5-Land,1981-01-01,2026-06-30
1981-02-20,0.000000,3.704733,-3.704733,0.000000,26.183895,-26.183895,0.532251,108.056467,-107.524217,,,,UCSB-CHG/CHIRPS/DAILY,"ECMWF/ERA5_LAND/DAILY_AGGR:temperature_2m_min,temperature_2m_max",hargreaves_fao56_era5_land_v1,Hargreaves FAO-56 con Tmin/Tmax ERA5-Land y radiación extraterrestre calculada por píxel,Hargreaves FAO-56 con temperaturas ERA5-Land,1981-01-01,2026-06-30
1981-02-21,0.046414,3.586239,-3.539825,0.046414,26.555076,-26.508662,0.578665,108.332135,-107.753471,,,,UCSB-CHG/CHIRPS/DAILY,"ECMWF/ERA5_LAND/DAILY_AGGR:temperature_2m_min,temperature_2m_max",hargreaves_fao56_era5_land_v1,Hargreaves FAO-56 con Tmin/Tmax ERA5-Land y radiación extraterrestre calculada por píxel,Hargreaves FAO-56 con temperaturas ERA5-Land,1981-01-01,2026-06-30
1981-02-22,0.000000,3.747859,-3.747859,0.046414,26.536824,-26.490410,0.578665,108.254012,-107.675347,,,,UCSB-CHG/CHIRPS/DAILY,"ECMWF/ERA5_LAND/DAILY_AGGR:temperature_2m_min,temperature_2m_max",hargreaves_fao56_era5_land_v1,Hargreaves FAO-56 con Tmin/Tmax ERA5-Land y radiación extraterrestre calculada por píxel,Hargreaves FAO-56 con temperaturas ERA5-Land,1981-01-01,2026-06-30
1981-02-23,0.000000,3.707582,-3.707582,0.046414,26.407333,-26.360919,0.578665,108.524826,-107.946161,,,,UCSB-CHG/CHIRPS/DAILY,"ECMWF/ERA5_LAND/DAILY_AGGR:temperature_2m_min,temperature_2m_max",hargreaves_fao56_era5_land_v1,Hargreaves FAO-56 con Tmin/Tmax ERA5-Land y radiación extraterrestre calculada por píxel,Hargreaves FAO-56 con temperaturas ERA5-Land,1981-01-01,2026-06-30
1981-02-24,0.000000,3.690230,-3.690230,0.046414,26.287067,-26.240653,0.578665,108.902624,-108.323959,,,,UCSB-CHG/CHIRPS/DAILY,"ECMWF/ERA5_LAND/DAILY_AGGR:temperature_2m_min,temperature_2m_max",hargreaves_fao56_era5_land_v1,Hargreaves FAO-56 con Tmin/Tmax ERA5-Land y radiación extraterrestre calculada por píxel,Hargreaves FAO-56 con temperaturas ERA5-Land,1981-01-01,2026-06-30
1981-02-25,0.000000,3.741544,-3.741544,0.046414,26.154380,-26.107966,0.578665,109.304822,-108.726158,,,,UCSB-CHG/CHIRPS/DAILY,"ECMWF/ERA5_LAND/DAILY_AGGR:temperature_2m_min,temperature_2m_max",hargreaves_fao56_era5_land_v1,Hargreaves FAO-56 con Tmin/Tmax ERA5-Land y radiación extraterrestre calculada por píxel,Hargreaves FAO-56 con temperaturas ERA5-Land,1981-01-01,2026-06-30
1981-02-26,0.000000,3.624910,-3.624910,0.046414,25.803097,-25.756683,0.578665,109.026460,-108.447796,,,,UCSB-CHG/CHIRPS/DAILY,"ECMWF/ERA5_LAND/DAILY_AGGR:temperature_2m_min,temperature_2m_max",hargreaves_fao56_era5_land_v1,Hargreaves FAO-56 con Tmin/Tmax ERA5-Land y radiación extraterrestre calculada por píxel,Hargreaves FAO-56 con temperaturas ERA5-Land,1981-01-01,2026-06-30
1981-02-27,0.000000,3.521619,-3.521619,0.046414,25.619983,-25.573569,0.578665,108.563294,-107.984629,,,,UCSB-CHG/CHIRPS/DAILY,"ECMWF/ERA5_LAND/DAILY_AGGR:temperature_2m_min,temperature_2m_max",hargreaves_fao56_era5_land_v1,Hargreaves FAO-56 con Tmin/Tmax ERA5-Land y radiación extraterrestre calculada por píxel,Hargreaves FAO-56 con temperaturas ERA5-Land,1981-01-01,2026-06-30
1981-02-28,0.000000,3.924592,-3.924592,0.000000,25.958336,-25.958336,0.578665,108.941524,-108.362860,,,,UCSB-CHG/CHIRPS/DAILY,"ECMWF/ERA5_LAND/DAILY_AGGR:temperature_2m_min,temperature_2m_max",hargreaves_fao56_era5_land_v1,Hargreaves FAO-56 con Tmin/Tmax ERA5-Land y radiación extraterrestre calculada por píxel,Hargreaves FAO-56 con temperaturas ERA5-Land,1981-01-01,2026-06-30
1981-03-01,0.000000,3.376642,-3.376642,0.000000,25.587119,-25.587119,0.156125,108.753962,-108.597837,,,,UCSB-CHG/CHIRPS/DAILY,"ECMWF/ERA5_LAND/DAILY_AGGR:temperature_2m_min,temperature_2m_max",hargreaves_fao56_era5_land_v1,Hargreaves FAO-56 con Tmin/Tmax ERA5-Land y radiación extraterrestre calculada por píxel,Hargreaves FAO-56 con temperaturas ERA5-Land,1981-01-01,2026-06-30
1981-03-02,0.006137,4.184418,-4.178281,0.006137,26.063956,-26.057819,0.162262,109.550822,-109.388560,,,,UCSB-CHG/CHIRPS/DAILY,"ECMWF/ERA5_LAND/DAILY_AGGR:temperature_2m_min,temperature_2m_max",hargreaves_fao56_era5_land_v1,Hargreaves FAO-56 con Tmin/Tmax ERA5-Land y radiación extraterrestre calculada por píxel,Hargreaves FAO-56 con temperaturas ERA5-Land,1981-01-01,2026-06-30
1981-03-03,0.000000,4.196661,-4.196661,0.006137,26.570387,-26.564250,0.162262,109.949601,-109.787339,,,,UCSB-CHG/CHIRPS/DAILY,"ECMWF/ERA5_LAND/DAILY_AGGR:temperature_2m_min,temperature_2m_max",hargreaves_fao56_era5_land_v1,Hargreaves FAO-56 con Tmin/Tmax ERA5-Land y radiación extraterrestre calculada por píxel,Hargreaves FAO-56 con temperaturas ERA5-Land,1981-01-01,2026-06-30
